dataset,machine_id,recording_id,base_recording_id,sensor_type,sensor_types_present,speed,speed_rpm,load,pressure_bar,flow_m3h,operating_condition_id,fault_family,severity,health_label,original_label,damage_source,run_id,source_path,source_files,n_source_files,mat_top_level_key,mat_signal_keys,mat_channel_names,is_readable,exclude_from_training,notes
paderborn,KA08,paderborn_n15_m07_f10_ka08_4_multisensor,paderborn_n15_m07_f10_ka08_4,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,4,data/raw/paderborn/KA08/N15_M07_F10_KA08_4.mat,N15_M07_F10_KA08_4.mat,1,N15_M07_F10_KA08_4,0:force:16001|1:phase_current_1:256000|2:phase_current_2:256000|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256000,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA08,paderborn_n15_m07_f10_ka08_5_multisensor,paderborn_n15_m07_f10_ka08_5,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,5,data/raw/paderborn/KA08/N15_M07_F10_KA08_5.mat,N15_M07_F10_KA08_5.mat,1,N15_M07_F10_KA08_5,0:force:16006|1:phase_current_1:256081|2:phase_current_2:256081|3:speed:16006|4:temp_2_bearing_module:5|5:torque:16006|6:vibration_1:256081,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA08,paderborn_n15_m07_f10_ka08_6_multisensor,paderborn_n15_m07_f10_ka08_6,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,6,data/raw/paderborn/KA08/N15_M07_F10_KA08_6.mat,N15_M07_F10_KA08_6.mat,1,N15_M07_F10_KA08_6,0:force:16001|1:phase_current_1:256724|2:phase_current_2:256724|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256724,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA08,paderborn_n15_m07_f10_ka08_7_multisensor,paderborn_n15_m07_f10_ka08_7,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,7,data/raw/paderborn/KA08/N15_M07_F10_KA08_7.mat,N15_M07_F10_KA08_7.mat,1,N15_M07_F10_KA08_7,0:force:16006|1:phase_current_1:256094|2:phase_current_2:256094|3:speed:16006|4:temp_2_bearing_module:5|5:torque:16006|6:vibration_1:256094,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA08,paderborn_n15_m07_f10_ka08_8_multisensor,paderborn_n15_m07_f10_ka08_8,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,8,data/raw/paderborn/KA08/N15_M07_F10_KA08_8.mat,N15_M07_F10_KA08_8.mat,1,N15_M07_F10_KA08_8,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA08,paderborn_n15_m07_f10_ka08_9_multisensor,paderborn_n15_m07_f10_ka08_9,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M07_F10,,,n15_m07_f10,bearing_artificial_damage,08,fault,KA08,artificial,9,data/raw/paderborn/KA08/N15_M07_F10_KA08_9.mat,N15_M07_F10_KA08_9.mat,1,N15_M07_F10_KA08_9,0:force:16006|1:phase_current_1:256082|2:phase_current_2:256082|3:speed:16006|4:temp_2_bearing_module:5|5:torque:16006|6:vibration_1:256082,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_10_multisensor,paderborn_n09_m07_f10_ka09_10,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,10,data/raw/paderborn/KA09/N09_M07_F10_KA09_10.mat,N09_M07_F10_KA09_10.mat,1,N09_M07_F10_KA09_10,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_11_multisensor,paderborn_n09_m07_f10_ka09_11,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,11,data/raw/paderborn/KA09/N09_M07_F10_KA09_11.mat,N09_M07_F10_KA09_11.mat,1,N09_M07_F10_KA09_11,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_12_multisensor,paderborn_n09_m07_f10_ka09_12,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,12,data/raw/paderborn/KA09/N09_M07_F10_KA09_12.mat,N09_M07_F10_KA09_12.mat,1,N09_M07_F10_KA09_12,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_13_multisensor,paderborn_n09_m07_f10_ka09_13,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,13,data/raw/paderborn/KA09/N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13.mat,1,N09_M07_F10_KA09_13,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_14_multisensor,paderborn_n09_m07_f10_ka09_14,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,14,data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,1,N09_M07_F10_KA09_14,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_15_multisensor,paderborn_n09_m07_f10_ka09_15,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,15,data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,1,N09_M07_F10_KA09_15,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_16_multisensor,paderborn_n09_m07_f10_ka09_16,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,16,data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,1,N09_M07_F10_KA09_16,0:force:16001|1:phase_current_1:255999|2:phase_current_2:255999|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:255999,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_17_multisensor,paderborn_n09_m07_f10_ka09_17,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,17,data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,1,N09_M07_F10_KA09_17,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_18_multisensor,paderborn_n09_m07_f10_ka09_18,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,18,data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,1,N09_M07_F10_KA09_18,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_19_multisensor,paderborn_n09_m07_f10_ka09_19,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,19,data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,1,N09_M07_F10_KA09_19,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_1_multisensor,paderborn_n09_m07_f10_ka09_1,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,1,data/raw/paderborn/KA09/N09_M07_F10_KA09_1.mat,N09_M07_F10_KA09_1.mat,1,N09_M07_F10_KA09_1,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_20_multisensor,paderborn_n09_m07_f10_ka09_20,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,20,data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,1,N09_M07_F10_KA09_20,0:force:16001|1:phase_current_1:259434|2:phase_current_2:259434|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:259434,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_2_multisensor,paderborn_n09_m07_f10_ka09_2,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,2,data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,1,N09_M07_F10_KA09_2,0:force:16001|1:phase_current_1:256003|2:phase_current_2:256003|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256003,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_3_multisensor,paderborn_n09_m07_f10_ka09_3,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,3,data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,1,N09_M07_F10_KA09_3,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_4_multisensor,paderborn_n09_m07_f10_ka09_4,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,4,data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,1,N09_M07_F10_KA09_4,0:force:16001|1:phase_current_1:256000|2:phase_current_2:256000|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256000,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_5_multisensor,paderborn_n09_m07_f10_ka09_5,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,5,data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,1,N09_M07_F10_KA09_5,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_6_multisensor,paderborn_n09_m07_f10_ka09_6,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,6,data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,1,N09_M07_F10_KA09_6,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_7_multisensor,paderborn_n09_m07_f10_ka09_7,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,7,data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,1,N09_M07_F10_KA09_7,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_8_multisensor,paderborn_n09_m07_f10_ka09_8,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,8,data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,1,N09_M07_F10_KA09_8,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n09_m07_f10_ka09_9_multisensor,paderborn_n09_m07_f10_ka09_9,multisensor,current|force|speed|temperature|torque|vibration,N09,unknown,M07_F10,,,n09_m07_f10,bearing_artificial_damage,09,fault,KA09,artificial,9,data/raw/paderborn/KA09/N09_M07_F10_KA09_9.mat,N09_M07_F10_KA09_9.mat,1,N09_M07_F10_KA09_9,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_10_multisensor,paderborn_n15_m01_f10_ka09_10,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,10,data/raw/paderborn/KA09/N15_M01_F10_KA09_10.mat,N15_M01_F10_KA09_10.mat,1,N15_M01_F10_KA09_10,0:force:16001|1:phase_current_1:256000|2:phase_current_2:256000|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256000,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_11_multisensor,paderborn_n15_m01_f10_ka09_11,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,11,data/raw/paderborn/KA09/N15_M01_F10_KA09_11.mat,N15_M01_F10_KA09_11.mat,1,N15_M01_F10_KA09_11,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_12_multisensor,paderborn_n15_m01_f10_ka09_12,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,12,data/raw/paderborn/KA09/N15_M01_F10_KA09_12.mat,N15_M01_F10_KA09_12.mat,1,N15_M01_F10_KA09_12,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_13_multisensor,paderborn_n15_m01_f10_ka09_13,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,13,data/raw/paderborn/KA09/N15_M01_F10_KA09_13.mat,N15_M01_F10_KA09_13.mat,1,N15_M01_F10_KA09_13,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_14_multisensor,paderborn_n15_m01_f10_ka09_14,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,14,data/raw/paderborn/KA09/N15_M01_F10_KA09_14.mat,N15_M01_F10_KA09_14.mat,1,N15_M01_F10_KA09_14,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_15_multisensor,paderborn_n15_m01_f10_ka09_15,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,15,data/raw/paderborn/KA09/N15_M01_F10_KA09_15.mat,N15_M01_F10_KA09_15.mat,1,N15_M01_F10_KA09_15,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_16_multisensor,paderborn_n15_m01_f10_ka09_16,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,16,data/raw/paderborn/KA09/N15_M01_F10_KA09_16.mat,N15_M01_F10_KA09_16.mat,1,N15_M01_F10_KA09_16,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_17_multisensor,paderborn_n15_m01_f10_ka09_17,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,17,data/raw/paderborn/KA09/N15_M01_F10_KA09_17.mat,N15_M01_F10_KA09_17.mat,1,N15_M01_F10_KA09_17,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_18_multisensor,paderborn_n15_m01_f10_ka09_18,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,18,data/raw/paderborn/KA09/N15_M01_F10_KA09_18.mat,N15_M01_F10_KA09_18.mat,1,N15_M01_F10_KA09_18,0:force:16001|1:phase_current_1:256004|2:phase_current_2:256004|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256004,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_19_multisensor,paderborn_n15_m01_f10_ka09_19,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,19,data/raw/paderborn/KA09/N15_M01_F10_KA09_19.mat,N15_M01_F10_KA09_19.mat,1,N15_M01_F10_KA09_19,0:force:16001|1:phase_current_1:256000|2:phase_current_2:256000|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256000,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_1_multisensor,paderborn_n15_m01_f10_ka09_1,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,1,data/raw/paderborn/KA09/N15_M01_F10_KA09_1.mat,N15_M01_F10_KA09_1.mat,1,N15_M01_F10_KA09_1,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_20_multisensor,paderborn_n15_m01_f10_ka09_20,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,20,data/raw/paderborn/KA09/N15_M01_F10_KA09_20.mat,N15_M01_F10_KA09_20.mat,1,N15_M01_F10_KA09_20,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_2_multisensor,paderborn_n15_m01_f10_ka09_2,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,2,data/raw/paderborn/KA09/N15_M01_F10_KA09_2.mat,N15_M01_F10_KA09_2.mat,1,N15_M01_F10_KA09_2,0:force:16001|1:phase_current_1:256003|2:phase_current_2:256003|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256003,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_3_multisensor,paderborn_n15_m01_f10_ka09_3,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,3,data/raw/paderborn/KA09/N15_M01_F10_KA09_3.mat,N15_M01_F10_KA09_3.mat,1,N15_M01_F10_KA09_3,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_4_multisensor,paderborn_n15_m01_f10_ka09_4,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,4,data/raw/paderborn/KA09/N15_M01_F10_KA09_4.mat,N15_M01_F10_KA09_4.mat,1,N15_M01_F10_KA09_4,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_5_multisensor,paderborn_n15_m01_f10_ka09_5,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,5,data/raw/paderborn/KA09/N15_M01_F10_KA09_5.mat,N15_M01_F10_KA09_5.mat,1,N15_M01_F10_KA09_5,0:force:16001|1:phase_current_1:256001|2:phase_current_2:256001|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256001,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
paderborn,KA09,paderborn_n15_m01_f10_ka09_6_multisensor,paderborn_n15_m01_f10_ka09_6,multisensor,current|force|speed|temperature|torque|vibration,N15,unknown,M01_F10,,,n15_m01_f10,bearing_artificial_damage,09,fault,KA09,artificial,6,data/raw/paderborn/KA09/N15_M01_F10_KA09_6.mat,N15_M01_F10_KA09_6.mat,1,N15_M01_F10_KA09_6,0:force:16001|1:phase_current_1:256002|2:phase_current_2:256002|3:speed:16001|4:temp_2_bearing_module:5|5:torque:16001|6:vibration_1:256002,force|phase_current_1|phase_current_2|speed|temp_2_bearing_module|torque|vibration_1,True,False,paderborn_channels_verified
