dataset,original_filename,absolute_path,relative_path,extension,file_size,checksum_sha256,likely_sensor_type,candidate_recording_id,notes
paderborn,N15_M01_F10_K005_4.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_4.mat,data/raw/paderborn/K005/N15_M01_F10_K005_4.mat,mat,8900536,826f7c554fba68dfaa1fffb4c43cdd10ce0b86810ec9254bca6ea3255beaf5e3,unknown_or_multisensor,n15_m01_f10_k005_4,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K005_5.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_5.mat,data/raw/paderborn/K005/N15_M01_F10_K005_5.mat,mat,8876216,eb5e7ed1b5e53be0e8f7c114baf4dc09a3d07894a394186ba2b9fbc970f06152,unknown_or_multisensor,n15_m01_f10_k005_5,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K005_6.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_6.mat,data/raw/paderborn/K005/N15_M01_F10_K005_6.mat,mat,8899224,c211beb43953447bf580474ffacaf87e7ec741caee7e4529cc9e3389f2734184,unknown_or_multisensor,n15_m01_f10_k005_6,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K005_7.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_7.mat,data/raw/paderborn/K005/N15_M01_F10_K005_7.mat,mat,8737336,ebce5ffc397d74b7c59913e271ce2b56d84b5b74bbbb2bb85baf814f4bff63c0,unknown_or_multisensor,n15_m01_f10_k005_7,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K005_8.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_8.mat,data/raw/paderborn/K005/N15_M01_F10_K005_8.mat,mat,8714904,f7439b4d556ab9a4f60fc636246b9c72e824e124b0f2e46d3a9405b11046b09f,unknown_or_multisensor,n15_m01_f10_k005_8,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K005_9.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M01_F10_K005_9.mat,data/raw/paderborn/K005/N15_M01_F10_K005_9.mat,mat,8753696,a7e19ac7e06234f183694893f4892725f42fa586e1de7e9a318b50f6b390218d,unknown_or_multisensor,n15_m01_f10_k005_9,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_1.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_1.mat,data/raw/paderborn/K005/N15_M07_F04_K005_1.mat,mat,8875352,ea57d77373f973972e9f2269f262f53cd297cb872cac9141a11de7eef6378dd0,unknown_or_multisensor,n15_m07_f04_k005_1,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_10.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_10.mat,data/raw/paderborn/K005/N15_M07_F04_K005_10.mat,mat,8714904,2d4a28e2ba3b60f115d3a08498422828e8819820bc1841568aa2636d6199da04,unknown_or_multisensor,n15_m07_f04_k005_10,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_11.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_11.mat,data/raw/paderborn/K005/N15_M07_F04_K005_11.mat,mat,8714904,48d94579b5ea67cc7fd306c48c4b19e5a39083b335a1e9a99e39a876044a9551,unknown_or_multisensor,n15_m07_f04_k005_11,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_12.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_12.mat,data/raw/paderborn/K005/N15_M07_F04_K005_12.mat,mat,8714904,67440331782d57724dbd323a2a4c0f60386ad5e4b40d8c197a9f5c2ed99154fd,unknown_or_multisensor,n15_m07_f04_k005_12,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_13.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_13.mat,data/raw/paderborn/K005/N15_M07_F04_K005_13.mat,mat,8769496,1883e068e22f3bb749c1c6e9fc90a56632b67084a3e225cb56b97a10e2a2667d,unknown_or_multisensor,n15_m07_f04_k005_13,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_14.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_14.mat,data/raw/paderborn/K005/N15_M07_F04_K005_14.mat,mat,8714904,74470a9aa9193e31818fb9ce2ca1db8dc85104a47c413f0c32b740d56727c8b8,unknown_or_multisensor,n15_m07_f04_k005_14,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_15.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_15.mat,data/raw/paderborn/K005/N15_M07_F04_K005_15.mat,mat,8714904,99337741e14c5abeeefc5a7be6559d9c1120bb929a374ae38e6d19ee020f1149,unknown_or_multisensor,n15_m07_f04_k005_15,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_16.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_16.mat,data/raw/paderborn/K005/N15_M07_F04_K005_16.mat,mat,8714904,0125f82ea9f13575bcb9b1630f7b015ac0b19af3e25b54c97a99937854f0a81b,unknown_or_multisensor,n15_m07_f04_k005_16,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_17.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_17.mat,data/raw/paderborn/K005/N15_M07_F04_K005_17.mat,mat,8714872,eccdd7cfbe2ba83eb1c7d70e0914490845c17c65728252bc858d50abbfe793e9,unknown_or_multisensor,n15_m07_f04_k005_17,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_18.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_18.mat,data/raw/paderborn/K005/N15_M07_F04_K005_18.mat,mat,8714904,d815ab7dcbb19fe54a45d66e52d10cdc607c43d27e64ff4f1913a459b61af00d,unknown_or_multisensor,n15_m07_f04_k005_18,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_19.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_19.mat,data/raw/paderborn/K005/N15_M07_F04_K005_19.mat,mat,8714904,de3e54bcbe54e3856c861135709b905cdb4bbf17be442bc21c24fc5f6c101ad8,unknown_or_multisensor,n15_m07_f04_k005_19,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_2.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_2.mat,data/raw/paderborn/K005/N15_M07_F04_K005_2.mat,mat,8714904,b9586e9b26b08b642dfb108eb0c8224c428b388f1ad6b744cbf3574a136ff75b,unknown_or_multisensor,n15_m07_f04_k005_2,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_20.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_20.mat,data/raw/paderborn/K005/N15_M07_F04_K005_20.mat,mat,8714872,dde9c7f6df75bfd3e1a9044fdd6ccb3f200c46586feeb7d9856fee68b4d6780a,unknown_or_multisensor,n15_m07_f04_k005_20,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_3.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_3.mat,data/raw/paderborn/K005/N15_M07_F04_K005_3.mat,mat,8714904,1e7c495275f3cbdd22886d770ab9a433afa965a290fb63b7e2edf3b7be5796e1,unknown_or_multisensor,n15_m07_f04_k005_3,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_4.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_4.mat,data/raw/paderborn/K005/N15_M07_F04_K005_4.mat,mat,8714904,d5d862acc0db7eb31239b4b8c280d57e1a7608e22aa33acfc27037d5aec16941,unknown_or_multisensor,n15_m07_f04_k005_4,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_5.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_5.mat,data/raw/paderborn/K005/N15_M07_F04_K005_5.mat,mat,8871000,015388fc445e71a74f4bfd5409cc713202a3caa9bdb03492f7fd2f8908368545,unknown_or_multisensor,n15_m07_f04_k005_5,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_6.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_6.mat,data/raw/paderborn/K005/N15_M07_F04_K005_6.mat,mat,8714968,0db4a1cccc962d6f999c37814bc0c1292a3087b1f6e19c00f05321eaffb043f7,unknown_or_multisensor,n15_m07_f04_k005_6,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_7.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_7.mat,data/raw/paderborn/K005/N15_M07_F04_K005_7.mat,mat,8720376,1eab2b55d8361a30f004ad3f187d9a1f9abecb1359091672d1699fb7524cff83,unknown_or_multisensor,n15_m07_f04_k005_7,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_8.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_8.mat,data/raw/paderborn/K005/N15_M07_F04_K005_8.mat,mat,8714904,0e5c033e86f6a6d06f60b19e4c81e1106a91aacecc43a27f7f6d59911637a91f,unknown_or_multisensor,n15_m07_f04_k005_8,sensor_type_needs_manual_check
paderborn,N15_M07_F04_K005_9.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F04_K005_9.mat,data/raw/paderborn/K005/N15_M07_F04_K005_9.mat,mat,8714904,692fcbb08f392eb9409689b1c8ca8c0e97d377bc663165c20744ee66f32f201e,unknown_or_multisensor,n15_m07_f04_k005_9,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_1.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_1.mat,data/raw/paderborn/K005/N15_M07_F10_K005_1.mat,mat,8714904,fa4e629194bdd37fad8216e64bb502f46e6a7adf2143f61fa14a8a2f9ad5bc7b,unknown_or_multisensor,n15_m07_f10_k005_1,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_10.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_10.mat,data/raw/paderborn/K005/N15_M07_F10_K005_10.mat,mat,8744632,e8ba1e217922676e08d6df147a7c8989c2bd1093fab8463d7e1bc01fd129abe4,unknown_or_multisensor,n15_m07_f10_k005_10,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_11.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_11.mat,data/raw/paderborn/K005/N15_M07_F10_K005_11.mat,mat,8714968,c9e755ab70cf635862480b9f5b03eb315cc62b6049f8a2dd1afa9bac10dee2fa,unknown_or_multisensor,n15_m07_f10_k005_11,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_12.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_12.mat,data/raw/paderborn/K005/N15_M07_F10_K005_12.mat,mat,8714904,165bacdbe6ddece90b774083e378edf4d95a681fea513bc14692055875196946,unknown_or_multisensor,n15_m07_f10_k005_12,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_13.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_13.mat,data/raw/paderborn/K005/N15_M07_F10_K005_13.mat,mat,8714872,ae1e0fea473b8c102468efee57fff316705c1067282717e8d11b3cc2f21ce5e0,unknown_or_multisensor,n15_m07_f10_k005_13,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_14.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_14.mat,data/raw/paderborn/K005/N15_M07_F10_K005_14.mat,mat,8714904,31a17f0c0fef255d3247a8e1b965c531cd9bb9cbb8688c8a5588da91082f14c8,unknown_or_multisensor,n15_m07_f10_k005_14,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_15.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_15.mat,data/raw/paderborn/K005/N15_M07_F10_K005_15.mat,mat,8714872,3c1d62ccff174755a95ca57266c57fb5db3191c4264f4af28dd6f221f3e321e4,unknown_or_multisensor,n15_m07_f10_k005_15,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_16.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_16.mat,data/raw/paderborn/K005/N15_M07_F10_K005_16.mat,mat,8714904,b8202eae35c36c10b8fa9dd65d03e3563442195832dd8b2831202fcb23bac738,unknown_or_multisensor,n15_m07_f10_k005_16,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_17.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_17.mat,data/raw/paderborn/K005/N15_M07_F10_K005_17.mat,mat,8714872,dc5e99b349b71a4363926bdddeb5a1568c92a67e24d7f0f3593ea0c443fb144f,unknown_or_multisensor,n15_m07_f10_k005_17,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_18.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_18.mat,data/raw/paderborn/K005/N15_M07_F10_K005_18.mat,mat,8717848,55abfa61e0bfb8c20676e87655c51d31494eb712d51b339ce3d870fbe6bbe905,unknown_or_multisensor,n15_m07_f10_k005_18,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_19.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_19.mat,data/raw/paderborn/K005/N15_M07_F10_K005_19.mat,mat,8740096,d41df09f9b8823d486fac2a709b2b5bd4b6159931a0f135b3088cbd9ad9d5ca0,unknown_or_multisensor,n15_m07_f10_k005_19,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_2.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_2.mat,data/raw/paderborn/K005/N15_M07_F10_K005_2.mat,mat,8714904,ecddbef965589f3fed416e23b58949f217fc332aad8ea2b9b8b39729254f25ab,unknown_or_multisensor,n15_m07_f10_k005_2,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_20.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_20.mat,data/raw/paderborn/K005/N15_M07_F10_K005_20.mat,mat,8715032,a2e204b2c4d959982cc43746c2d778230564c0ab412d7881a2bf9d78205d573b,unknown_or_multisensor,n15_m07_f10_k005_20,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_3.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_3.mat,data/raw/paderborn/K005/N15_M07_F10_K005_3.mat,mat,8753592,17f9cba66585b8f946ea89fe3b349a53d1cffaa37f613f084153b3fa695422f9,unknown_or_multisensor,n15_m07_f10_k005_3,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_4.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_4.mat,data/raw/paderborn/K005/N15_M07_F10_K005_4.mat,mat,8737432,ac6f51a785602d33af12b9c0ae9fd525aadda0cbd30de37ffa782f1558b892e5,unknown_or_multisensor,n15_m07_f10_k005_4,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_5.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_5.mat,data/raw/paderborn/K005/N15_M07_F10_K005_5.mat,mat,8714936,2bcb68a21d69de7ddb4ed6fdf26159637c070e660eceb435c1f887038bace35a,unknown_or_multisensor,n15_m07_f10_k005_5,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_6.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_6.mat,data/raw/paderborn/K005/N15_M07_F10_K005_6.mat,mat,8714904,485ef50bcbac526f9ae89fdb7460a675d58174578efe61e43aa227316e348996,unknown_or_multisensor,n15_m07_f10_k005_6,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_7.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_7.mat,data/raw/paderborn/K005/N15_M07_F10_K005_7.mat,mat,8731928,ddf0f1abd42c6dc2a7d469a717bd1c7141f55190c7cabf7e798133692b4324ba,unknown_or_multisensor,n15_m07_f10_k005_7,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_8.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_8.mat,data/raw/paderborn/K005/N15_M07_F10_K005_8.mat,mat,8745208,1811ffb0ddb1cb42ef1694b17f09febd956c393d7004df62887361a41cc603a2,unknown_or_multisensor,n15_m07_f10_k005_8,sensor_type_needs_manual_check
paderborn,N15_M07_F10_K005_9.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/N15_M07_F10_K005_9.mat,data/raw/paderborn/K005/N15_M07_F10_K005_9.mat,mat,8714968,d8f002546c527b4ad0346721ce488ebf0bfce84d10ae76a6658e0550fa43e5dc,unknown_or_multisensor,n15_m07_f10_k005_9,sensor_type_needs_manual_check
paderborn,measuring_log_K005.pdf,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K005/measuring_log_K005.pdf,data/raw/paderborn/K005/measuring_log_K005.pdf,pdf,139123,bd7cd9725dbd9c113aeee5dd3d347859ce62d3a3e1c8f3de0ac74aa85f7adbb0,metadata_or_documentation,measuring_log_k005,documentation_or_metadata_file
paderborn,K006.pdf,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/K006.pdf,data/raw/paderborn/K006/K006.pdf,pdf,40914,157e355b31baec8063691aa17b291bb81969917d10e4beea0d76f11eb3c6ed0b,metadata_or_documentation,k006,documentation_or_metadata_file
paderborn,N09_M07_F10_K006_1.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_1.mat,data/raw/paderborn/K006/N09_M07_F10_K006_1.mat,mat,8717720,04e95745d8e71a23ba60c96bd57b9fa69278d40f0beb439f86c68ec7328bd4d0,unknown_or_multisensor,n09_m07_f10_k006_1,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_10.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_10.mat,data/raw/paderborn/K006/N09_M07_F10_K006_10.mat,mat,8756600,ca19dd05781cdc0ffafabd7abbd315f6d8735e5afc20cf0d9fd9d824c7539bd8,unknown_or_multisensor,n09_m07_f10_k006_10,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_11.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_11.mat,data/raw/paderborn/K006/N09_M07_F10_K006_11.mat,mat,8758616,e363bc11aa947d91be1ddffec78ef98d99e3ee51eb355e151c4aa9e7e3074058,unknown_or_multisensor,n09_m07_f10_k006_11,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_12.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_12.mat,data/raw/paderborn/K006/N09_M07_F10_K006_12.mat,mat,8717560,109cd09bef7bddf7afc04b08c370395b7bbadf06af0b27c404ca5d73827ece14,unknown_or_multisensor,n09_m07_f10_k006_12,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_13.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_13.mat,data/raw/paderborn/K006/N09_M07_F10_K006_13.mat,mat,8717720,01271ed6803d88f00b8acc5c6779e4f8a7f80df09613a4484dc35ecbd0d50a48,unknown_or_multisensor,n09_m07_f10_k006_13,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_14.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_14.mat,data/raw/paderborn/K006/N09_M07_F10_K006_14.mat,mat,8714904,12555b2604b5bf0a16a03536af5d135ce43cd1a9edbc6804e9220c6eea445d2d,unknown_or_multisensor,n09_m07_f10_k006_14,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_15.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_15.mat,data/raw/paderborn/K006/N09_M07_F10_K006_15.mat,mat,8753952,7dd4f7a8d1871f7be03b92e5ccc0b257b852c44c3bbf0f1abfa3c52d14dfeb69,unknown_or_multisensor,n09_m07_f10_k006_15,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_16.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_16.mat,data/raw/paderborn/K006/N09_M07_F10_K006_16.mat,mat,8717848,4b9122f395b59fc0524493eff7b91b8a6473640fd474344007823ff6ced873fa,unknown_or_multisensor,n09_m07_f10_k006_16,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_17.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_17.mat,data/raw/paderborn/K006/N09_M07_F10_K006_17.mat,mat,8717368,23851cd03eb17d8ac375954fc9ce02bfc3be2ae5a4e11c2e923c8cec3e7f3e69,unknown_or_multisensor,n09_m07_f10_k006_17,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_18.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_18.mat,data/raw/paderborn/K006/N09_M07_F10_K006_18.mat,mat,8743192,5dcde166f4de09df8d9fbff6bb4b9e171aef7ac332ecaf1964962b8c70af72ec,unknown_or_multisensor,n09_m07_f10_k006_18,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_19.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_19.mat,data/raw/paderborn/K006/N09_M07_F10_K006_19.mat,mat,8718392,aedd5581833d9f2a6a63030785e9a2f582ffd777d2bdc3dff37149a68f58cf17,unknown_or_multisensor,n09_m07_f10_k006_19,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_2.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_2.mat,data/raw/paderborn/K006/N09_M07_F10_K006_2.mat,mat,8718200,06e1271b246708ce880f83a81c32991736a07d0bdcf8203f3e9b03ea66fd8d8b,unknown_or_multisensor,n09_m07_f10_k006_2,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_20.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_20.mat,data/raw/paderborn/K006/N09_M07_F10_K006_20.mat,mat,8764184,21dc7fd7a3ddf3e06b9132bfd5dbd3ebce09d6a2078bb52f255a48ec22b9cdb8,unknown_or_multisensor,n09_m07_f10_k006_20,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_3.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_3.mat,data/raw/paderborn/K006/N09_M07_F10_K006_3.mat,mat,8714904,edf0e95cb5f5f39f1b7b59cd35e1787506da72c8e25b97bd52f200c5cbb2d1f0,unknown_or_multisensor,n09_m07_f10_k006_3,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_4.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_4.mat,data/raw/paderborn/K006/N09_M07_F10_K006_4.mat,mat,8717880,e38326433b9c5de82a5c9d6028f1d31451272ba1bf46080e3e1e26a7f9e58865,unknown_or_multisensor,n09_m07_f10_k006_4,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_5.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_5.mat,data/raw/paderborn/K006/N09_M07_F10_K006_5.mat,mat,8717752,19d7ea5a7b762cce56e44654fc93ad07a2af540cec4ddf56daf059797128d215,unknown_or_multisensor,n09_m07_f10_k006_5,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_6.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_6.mat,data/raw/paderborn/K006/N09_M07_F10_K006_6.mat,mat,8714904,dc44154c78bf4efee3ff22aa1743415ef50c5756fe7f237516bcc0d582ad581a,unknown_or_multisensor,n09_m07_f10_k006_6,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_7.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_7.mat,data/raw/paderborn/K006/N09_M07_F10_K006_7.mat,mat,8714904,e6a87501af27d9b12850161848b51c47315263554f61c635b7703fd24f35af9c,unknown_or_multisensor,n09_m07_f10_k006_7,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_8.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_8.mat,data/raw/paderborn/K006/N09_M07_F10_K006_8.mat,mat,8732824,be94363cf312a832106c1bb4ad228020330ce8507b878aa6d34e165d16e61c6c,unknown_or_multisensor,n09_m07_f10_k006_8,sensor_type_needs_manual_check
paderborn,N09_M07_F10_K006_9.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N09_M07_F10_K006_9.mat,data/raw/paderborn/K006/N09_M07_F10_K006_9.mat,mat,8718136,dbb252f3ff3386da4c6c99420baa24ff69bb144465bd534318ad1e710d639a22,unknown_or_multisensor,n09_m07_f10_k006_9,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K006_1.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N15_M01_F10_K006_1.mat,data/raw/paderborn/K006/N15_M01_F10_K006_1.mat,mat,8731672,89aac9c4346726d8989f758f6c985f13b03fff4a553e3ebb54ddc7acfc56fe59,unknown_or_multisensor,n15_m01_f10_k006_1,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K006_10.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N15_M01_F10_K006_10.mat,data/raw/paderborn/K006/N15_M01_F10_K006_10.mat,mat,8714904,86312b89e0762ebaaabfff9720af2aacb812f2db10d63c38f61c2be61c92b98e,unknown_or_multisensor,n15_m01_f10_k006_10,sensor_type_needs_manual_check
paderborn,N15_M01_F10_K006_11.mat,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/paderborn/K006/N15_M01_F10_K006_11.mat,data/raw/paderborn/K006/N15_M01_F10_K006_11.mat,mat,8714904,ee67927ad1db978ca337ccc8b95d6ec5f969da7d1afd370c8ebc83167274bf01,unknown_or_multisensor,n15_m01_f10_k006_11,sensor_type_needs_manual_check
