relative_path,original_filename,top_level_key,channel_index,channel_name,channel_path,channel_device,channel_raster,channel_unit,channel_type_code,channel_x_index,channel_downsampling,n_samples,channel_min,channel_max,inferred_sensor_type,read_error
data/raw/paderborn/KA09/N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13.mat,N09_M07_F10_KA09_13,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256002,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14.mat,N09_M07_F10_KA09_14,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15.mat,N09_M07_F10_KA09_15,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,255999,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,255999,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16.mat,N09_M07_F10_KA09_16,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,255999,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17.mat,N09_M07_F10_KA09_17,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18.mat,N09_M07_F10_KA09_18,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19.mat,N09_M07_F10_KA09_19,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256003,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256003,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2.mat,N09_M07_F10_KA09_2,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256003,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,259434,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,259434,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20.mat,N09_M07_F10_KA09_20,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,259434,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3.mat,N09_M07_F10_KA09_3,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256000,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256000,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4.mat,N09_M07_F10_KA09_4,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256000,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5.mat,N09_M07_F10_KA09_5,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6.mat,N09_M07_F10_KA09_6,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256002,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256002,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7.mat,N09_M07_F10_KA09_7,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256002,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,1,phase_current_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,2,phase_current_2,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,current,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,3,speed,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,speed,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,4,temp_2_bearing_module,Model Root/Einggangssignal,Platform,Temp_1Hz,,4,3,1,5,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,5,torque,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,torque_or_load,
data/raw/paderborn/KA09/N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8.mat,N09_M07_F10_KA09_8,6,vibration_1,Model Root/Einggangssignal,Platform,HostService,,4,2,1,256001,-1.7976931348623157e+308,1.7976931348623157e+308,vibration,
data/raw/paderborn/KA09/N09_M07_F10_KA09_9.mat,N09_M07_F10_KA09_9.mat,N09_M07_F10_KA09_9,0,force,Model Root/Einggangssignal,Platform,Mech_4kHz,,4,1,1,16001,-1.7976931348623157e+308,1.7976931348623157e+308,force,
